reviewStatus,suggestedCategory,categories,name,rating,reviewCount,address,googlePrimaryType,businessStatus,googleMapsUri,googlePlaceId,matchedQueries,notes
"approved","eat","eat","Ram Coffee House","4.9","170","Calumpang Street, Poblacion West, Moalboal, 6032 Cebu","coffee_shop","OPERATIONAL","https://maps.google.com/?cid=14268258099599576012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJL7TcliTpqzMRzAs5JiUJA8Y","cafe",""
"approved","eat","eat","Red Coco Bar","4.6","35","W9XC+FFP, Panagsama Rd, Basdiot, Moalboal, Cebu","bar","OPERATIONAL","https://maps.google.com/?cid=115686940622836983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJvWlwAwDpqzMR99T52KgAmwE","bar",""
"approved","eat","eat","Ristorante Sapori Di Napoli - Moalboal Cebu","4.8","262","Brgy, Commercial Haven Bldg, Sitio Cogon, Panagsama Rd, Basdiot, Barangay Basdiot, Moalboal, 6032 Cebu","italian_restaurant","OPERATIONAL","https://maps.google.com/?cid=7718834029547008641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJq9pZPxOdqTMRgbJYW6fOHms","restaurant | fast food restaurant | local food",""
"approved","eat","eat","Ryll's Restaurant • Café • Sports Bar","4.8","113","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=1000530620006405407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJjX08rcLpqzMRHxViQEyZ4g0","cafe | fast food restaurant | local food",""
"approved","eat","shop","SHAKA","4.5","846","Shaka Cafe, Panagsama Rd, Moalboal, 6032 Cebu","cafe","OPERATIONAL","https://maps.google.com/?cid=3712491022899881669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJLR_yS8jpqzMRxSbGa-pqhTM","shopping",""
"approved","eat","eat","SHARKEEZ RESTO BAR","5","23","Panagsama Rd, Basidot, Moalboal, 6032 Cebu","night_club","OPERATIONAL","https://maps.google.com/?cid=9888447203670075072&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQZVl6grpqzMRwKb1KlfSOok","bar",""
"approved","eat","eat","Sip Tea Bar & Restaurant","4.8","220","2575 Panagsama Rd, Moalboal, Cebu","bar","OPERATIONAL","https://maps.google.com/?cid=9181826815174832726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ8dVEDJ_pqzMRVvKmS9dmbH8","restaurant | cafe | bar | fast food restaurant | local food",""
"approved","eat","eat | shop","Smooth Cafe Moalboal","4.7","3206","Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=11668635323081863910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJgX31xrDpqzMR5rLe1QBS76E","restaurant | cafe | local food | shopping",""
"approved","eat","eat","Spring Blossom Resto Bar","5","97","Xperiential Spot, Brgy, Basdiot, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=1386686070270443607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJGTsCNIPpqzMRV8BzSaJ_PhM","restaurant | bar | local food",""
"approved","eat","eat","Sushi Lovers Moalboal","4.2","53","W9XC+FFR, Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=8935298980292390521&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJxfGqfQDpqzMRee480hSPAHw","restaurant",""
"approved","eat","eat","Tara Bar & Chill - Moalboal","5","29","W9XC+G3H, Moalboal, Cebu","bar","OPERATIONAL","https://maps.google.com/?cid=4249251692683366155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJeefXVwDpqzMRC4-ep-Zf-Do","bar",""
"approved","eat","eat","The Hangout - Bar and Restaurant","4.8","233","Tubli Rd, Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=16428732473669236889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJS7mRt0bpqzMRmbj6QiSV_uM","restaurant | bar | local food",""
"approved","eat","eat","The Lounge Moalboal","4.5","289","Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=2930954123898852988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ2xjPTl7pqzMRfBb1Lz_XrCg","restaurant | cafe",""
"approved","eat","eat","Three Bears Restaurant","4.7","2792","2575 Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=11448408439972590218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJB-Rd6cHoqzMRinIm5NHq4J4","local food",""
"approved","eat","eat","Tilas Lounge Beachbar Moalboal Panagsama","4.7","60","Panagsama Beach, Moalboal, 6032 Cebu","lounge_bar","OPERATIONAL","https://maps.google.com/?cid=4809710934077021967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJUyjYtNHpqzMRDx_5kZyGv0I","bar",""
"approved","eat","eat","Tipsy Turtle","4.8","207","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=551756420391806772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJjQDQbADpqzMRNKf-f4o7qAc","restaurant | fast food restaurant",""
"approved","eat","eat","Trattoria Altrove Moalboal","4.4","567","Panagsama Rd, Corner Bantayan Road, Moalboal, Cebu","italian_restaurant","OPERATIONAL","https://maps.google.com/?cid=9780242943704997504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJRzLSw7TpqzMRgJ6OrCNnuoc","restaurant | local food",""
"approved","eat","eat","UHAW Cafe Moalboal","4.4","478","Panagsama Rd, Moalboal, Cebu","cafe","OPERATIONAL","https://maps.google.com/?cid=3542055862944812781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJXWvaO1bpqzMR7U5qbQrpJzE","cafe",""
"approved","eat","eat","Ven'z Kitchen","4.4","1064","Panagsama Road basdiot, moalboal, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=6338912079571622723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJU3OMJcHoqzMRQ5tMjfNW-Fc","restaurant | local food",""
"approved","eat","eat","Westcoast Cafe Moalboal","4.7","331","Panagsama Beach, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=1083909997914430132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJg8GtOWvpqzMRtBovembSCg8","cafe",""
"approved","eat","eat","Ye Old Countrystyle Bakeshop","4.9","101","W9WH+23C, Panagsama Rd, Moalboal, Cebu","bakery","OPERATIONAL","https://maps.google.com/?cid=6491050762696217014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ0ZLHZKDpqzMRtlGJEUfYFFo","bakery",""
"approved","eat","eat","서울키친 Seoul Kitchen(구,존맛탱(Jonmataeng moalboal))","4.8","48","Panagsama Beach, Moalboal, 6032 Cebu","korean_restaurant","OPERATIONAL","https://maps.google.com/?cid=4867171772628358891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJW5f_cRnpqzMR61ZSmPCqi0M","restaurant | local food",""
"approved","health","health","CRYSTOFRANS Dental Clinic","4.8","30","2nd floor, Gaisano Grand, Poblacion East, Moalboal, 6032 Cebu","dental_clinic","OPERATIONAL","https://maps.google.com/?cid=9639702526803709091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJEQxlfsDpqzMRowyS8l8ax4U","medical clinic | dentist",""
"approved","health","health","Mahinay Family Medical Clinic","4.3","44","190 Pet Babiera St, Moalboal, 6032 Cebu","medical_clinic","OPERATIONAL","https://maps.google.com/?cid=10918259641014975936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJS8hSlWHpqzMRwH0uzEtzhZc","medical clinic | dentist | hospital",""
"approved","health","health | services","Moalboal Branch - Rabies Buster Animal Bite Center/Clinic","5","23","Purok Pook, Poblacion West, Moalboal, 6032 Cebu","medical_clinic","OPERATIONAL","https://maps.google.com/?cid=7588092739398498875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQaxYDADpqzMRO3qRniRSTmk","medical clinic | hospital | bank",""
"approved","health","health | services","MUJO Ice Bath","5","105","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","wellness_center","OPERATIONAL","https://maps.google.com/?cid=11482419106420871962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJH3Sar9DpqzMRGtNfQFe_WZ8","medical clinic | gym",""
"approved","health","health","OdontoKraft Dental Clinic","4.2","20","104 Santander - Barili - Toledo Rd, Moalboal, Cebu","dental_clinic","OPERATIONAL","https://maps.google.com/?cid=6922601096427682030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJgcksiBDpqzMR7jhNCgUFEmA","medical clinic | dentist",""
"approved","health","health","Rose Pharmacy Gaisano Grand Mall Poblacion East Moalboal","4.3","44","Gaisano Grand Mall.,Poblacion East, Moalboal, 6032 Cebu","pharmacy","OPERATIONAL","https://maps.google.com/?cid=3006157215354542288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJdfaKG1noqzMR0FgvYA8EuCk","pharmacy",""
"approved","services","services","Alpha Fitness Center","4.9","96","Talisay Road, Panagsama Rd, Moalboal, 6032 Cebu","fitness_center","OPERATIONAL","https://maps.google.com/?cid=6779857738768486176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJj9OUWC3pqzMRII_6MrHkFl4","gym",""
"approved","services","services","Anytime Laundry","4.1","93","Panagsama Rd, Moalboal, 6032 Cebu","laundry","OPERATIONAL","https://maps.google.com/?cid=3252968251783152255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJXxcXhvPpqzMRf4Io2WPdJC0","laundry",""
"approved","services","services","Arjean’s waxing and nail spa","5","86","W9VW+PM6, Moalboal, 6032 Cebu","nail_salon","OPERATIONAL","https://maps.google.com/?cid=12592462950029055908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ69c-cRbpqzMRpNe_11Vqwa4","beauty salon | spa",""
"approved","services","services","BuzzRab Barber Shop","5","121","No. 90 Sitio Pook, Barangay Poblacion West, Moalboal, 6032 Cebu","barber_shop","OPERATIONAL","https://maps.google.com/?cid=11959271727574984457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJZ_dCpubpqzMRCad69kXe96U","barber shop",""
"approved","services","services","Dolphin House Resort","4.1","278","Dolphin House Resort, Moalboal, 6032 Lalawigan ng Cebu","resort_hotel","OPERATIONAL","https://maps.google.com/?cid=16430375493144477750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJxz8hHRjmqzMRNgApi3VrBOQ","spa",""
"approved","services","services","Eva's Haven Thai Body and Foot Massage","4.6","230","Cogon, Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","massage_spa","OPERATIONAL","https://maps.google.com/?cid=18371636809297895305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJeZ4ZhQrpqzMRiR-xSFcq9f4","beauty salon | spa",""
"approved","services","services","Fitness Hub Serenity","4.8","53","Bantayan, 1 Tubli Rd, Basdiot, Moalboal, 6015 Cebu","fitness_center","OPERATIONAL","https://maps.google.com/?cid=5315970322415295885&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJXw-qPMHpqzMRjR0V0Ncexkk","gym",""
"approved","services","services","Haven Wellness Spa","4.9","26","Panagsama Rd, Moalboal, 6032 Cebu","spa","OPERATIONAL","https://maps.google.com/?cid=6991648534209477676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJYQNBd5rpqzMRLLzva0xTB2E","beauty salon | spa",""
"approved","services","services","HEAVENLY SPARADISE MASSAGE AND FACIAL SPA MOALBOAL","4.4","359","Panagsama Beach, Basdiot, Moalboal, 6032 Cebu","massage_spa","OPERATIONAL","https://maps.google.com/?cid=16596783677446456931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ25-tkNbpqzMRY4YyNNKeU-Y","spa",""
"approved","services","services","HYD Wellness and Spa moalboal","4.8","51","Panagsama Rd, Moalboal, 6032 Cebu","beauty_salon","OPERATIONAL","https://maps.google.com/?cid=18014755757824608779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJZ3MKuAjpqzMRCwqPXOpEAfo","beauty salon | spa",""
"approved","services","services","Laundry Made Easy","4.8","99","X-Spot, C. Schmitz Road, Panagsama Beach, Moalboal, 6032 Cebu","laundry","OPERATIONAL","https://maps.google.com/?cid=4492445901643559620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJhyEkjILpqzMRxLIf3L5fWD4","laundry",""
"approved","services","transport | services","Laundry Station","4.7","63","W9VV+7P, Moalboal, Cebu","laundry","OPERATIONAL","https://maps.google.com/?cid=7998207885040624931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJMfalHZfpqzMRIyWT87FX_24","gas station | laundry",""
"approved","services","services","Moalboal Spa And Massage","4.6","720","Panagsama Beach, Moalboal, 6032 Cebu","massage_spa","OPERATIONAL","https://maps.google.com/?cid=10269682837511931240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJHfK0L8HoqzMRaAXTLSE-hY4","beauty salon | spa",""
"approved","services","services","Nature Spa Moalboal","4.7","516","Panagsama Rd, Moalboal, 6032 Cebu","massage_spa","OPERATIONAL","https://maps.google.com/?cid=8087809809237571459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJMRlM-3jpqzMRg3eGoiusPXA","beauty salon | spa",""
"approved","services","services","PALMTHERA MASSAGE & SPA","4.6","179","W9XC+G38, Moalboal, Cebu","massage_spa","OPERATIONAL","https://maps.google.com/?cid=910876270386786941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ1TggdS_pqzMRfbK8UiQVpAw","spa",""
"approved","services","services","Panagsama Relaxing Massage and Spa","4.4","178","Panagsama Beach, Moalboal, 6032 Cebu","massage_spa","OPERATIONAL","https://maps.google.com/?cid=7955040390765540190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ37VZrJHpqzMRXvN2eRb7ZW4","spa",""
"approved","services","services","Peninsula Laundry Services","4.2","33","W9WF+9VJ, Moalboal, Cebu","laundry","OPERATIONAL","https://maps.google.com/?cid=9454366057891051606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJxwr1fQDpqzMRVjgbmdanNIM","laundry",""
"approved","services","services","Raymonds Barbershop","5","53","W9XC+24X, Panagsama Rd, Moalboal, Cebu","hair_salon","OPERATIONAL","https://maps.google.com/?cid=18414588919885650784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJpYXFeQDpqzMRYNug1g7Djf8","barber shop | beauty salon",""
"approved","services","services","Roger Barber Shop","4.8","25","W9QR+GPH, Panagsama Rd, Moalboal, Cebu","barber_shop","OPERATIONAL","https://maps.google.com/?cid=17975151489155473334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJjXUsedXpqzMRth_y_gqRdPk","barber shop",""
"approved","services","services","Sea Eagle Laundry & Clothing Repair","4.9","25","Panagsama Rd, Moalboal, Cebu","laundry","OPERATIONAL","https://maps.google.com/?cid=7835960766307524161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJm3z8AwDpqzMRQV6o3czsvmw","laundry | repair service",""
"approved","services","services","Yahay Massage Moalboal","4.5","140","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","massage_spa","OPERATIONAL","https://maps.google.com/?cid=6393994178687805345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJtxYQkg3pqzMRoSeaJNQHvFg","spa",""
"approved","Services","transport","Petron","4.3","34","W9RW+X7M, Moalboal, Cebu","gas_station","OPERATIONAL","https://maps.google.com/?cid=10916759034393798209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJVZCqO1roqzMRQSaUl4AegJc","gas station",""
"approved","shop","shop","Asian Home Appliance Center - Moalboal","4.9","149","Moalboal, Cebu","home_goods_store","OPERATIONAL","https://maps.google.com/?cid=16615024451361509606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJUdJSfnvpqzMR5hDVVbVslOY","hardware store | shopping",""
"approved","shop","shop | services","BVL BEAUTY SALON","4.1","300","Pob. East, Lucbon, W9MW+R9J, Moalboal, Cebu","hair_salon","OPERATIONAL","https://maps.google.com/?cid=18330220561065337673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ4Ubq3lXoqzMRSWPcjHsGYv4","shopping | barber shop | beauty salon",""
"approved","shop","shop | services","Gaisano Town Center - Moalboal","4","188","Poblacion East, Moalboal, 6032 Cebu","shopping_mall","OPERATIONAL","https://maps.google.com/?cid=17658595362026883543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJd6T_-8XpqzMR1wn5KezuD_U","grocery store | supermarket | convenience store | shopping | bank",""
"approved","shop","shop","Gina Store","4.8","20","W9WG+5HF, Panagsama Rd, Moalboal, Cebu","grocery_store","OPERATIONAL","https://maps.google.com/?cid=8167896165329498429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ8bZ3vLnpqzMRPXG9eEkyWnE","grocery store | supermarket",""
"approved","shop","shop","Kalynn Souvenir Shop","5","27","Quisaot Road, Moalboal, Cebu","clothing_store","OPERATIONAL","https://maps.google.com/?cid=14346013128043099580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJf57YWsPpqzMRvHUZeO5GF8c","shopping",""
"approved","shop","shop","Lady N Coffee and Souvenir Shop","4.8","84","Panagsama Beach, Moalboal, Cebu","store","OPERATIONAL","https://maps.google.com/?cid=5132670140401400820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJpxvSiwnpqzMR9Dvhc0zoOkc","supermarket | shopping",""
"approved","shop","shop","Moalboal Fish & Meat Market","4","107","Dr JP Rizal St, Poblacion East, Moalboal, 6032 Cebu","market","OPERATIONAL","https://maps.google.com/?cid=1564678142266602567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJCUD3tPjoqzMRR3Se-XrathU","grocery store | supermarket | shopping",""
"approved","shop","shop","Moalboal Fruit Stand","4.1","37","W9MR+VQP, Santander - Barili - Toledo Rd, Moalboal, Cebu","grocery_store","OPERATIONAL","https://maps.google.com/?cid=10057294260984387252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJT7dGvPjoqzMRtJaMM9ivkos","grocery store | supermarket | convenience store | shopping",""
